direction,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,pps_mean,pps_std,lost_pct_mean,lost_pct_std,lost_packets_mean,lost_packets_std,theoretical_goodput_mbps,theoretical_pps
nic-to-corundum,768,10,6769.579000000,1983.856581165,1101825.020000000,322894.704000717,11.769270664,24.258206561,699583.000000000,1468994.097019454,9208.633093525,1498800.959232614
nic-to-corundum,832,10,8014.038000000,1169.827573114,1204037.780000000,175755.605824994,1.971320454,4.824328910,91104.600000000,199269.836133041,9265.033407572,1391982.182628062
nic-to-corundum,896,10,8297.344000000,1940.159200697,1157559.460000000,270670.741967433,7.370849520,21.073242499,439445.500000000,1249496.675219466,9313.929313929,1299376.299376299
nic-to-corundum,960,10,6401.198000000,3160.193935929,833493.760000000,411485.576821986,31.496021912,33.439470273,1897889.200000000,2016571.582027984,9356.725146199,1218323.586744639
nic-to-corundum,1024,10,8454.246000000,1949.491919428,1032018.440000000,237976.517016706,11.610629366,20.112511834,671192.000000000,1156159.369851944,9394.495412844,1146788.990825688
nic-to-corundum,1088,10,8362.180000000,1658.778202989,960734.940000000,190577.363580767,13.719228908,13.416834047,783735.300000000,735335.486863581,9428.076256499,1083188.908145581
nic-to-corundum,1152,10,8372.916000000,1790.921102184,908525.240000000,194328.936070703,21.350024126,14.649039585,1199356.700000000,758560.273480998,9458.128078818,1026272.577996716
nic-to-corundum,1216,10,9348.036000000,413.889302785,960947.020000000,42544.687060334,16.695978833,5.284570818,972723.000000000,320312.052457183,9485.179407176,975039.001560062
nic-to-corundum,1280,10,9506.903000000,26.326252656,928414.140000000,2570.568784530,19.754955844,3.891631580,1154720.000000000,266940.040418984,9509.658246657,928677.563150074
nic-to-corundum,1344,10,9393.847000000,368.382337164,873689.020000000,34261.631240850,23.261302299,3.941312643,1345393.200000000,289812.720472990,9531.914893617,886524.822695035
nic-to-corundum,1408,10,9293.266000000,814.631203009,825045.880000000,72321.937065454,26.236937703,8.518316504,1559702.400000000,530865.959307411,9552.238805970,848032.564450475
nic-to-corundum,1472,10,9561.637000000,49.772304224,811965.360000000,4226.135640459,29.697371095,3.472580222,1726825.500000000,273457.612338021,9570.871261378,812743.823146944
