timestamp,tool,direction,protocol,repeat,source_interface,destination_interface,duration_s,payload_size,netperf_buffer,metrics_source,throughput_bps,elapsed_s,lost_percent,jitter_ms,packets,lost_packets,retransmits,cpu_host_percent,cpu_remote_percent,returncode
1782507529,netperf,nic-to-corundum,udp,6,nic0,corundum0,10,320,50M,netperf_stdout,3296720000.0,10.0,1.3545103093671917,0.0,12877854.0,176827.0,0.0,0.0,0.0,0
1782507540,netperf,corundum-to-nic,udp,6,corundum0,nic0,10,320,50M,netperf_stdout,3378910000.0,10.0,0.0,0.0,13198906.0,0.0,0.0,0.0,0.0,0
1782507550,netperf,nic-to-corundum,udp,7,nic0,corundum0,10,320,50M,netperf_stdout,3328770000.0,10.0,0.3493699033937192,0.0,13003046.0,45588.0,0.0,0.0,0.0,0
1782507561,netperf,corundum-to-nic,udp,7,corundum0,nic0,10,320,50M,netperf_stdout,3394440000.0,10.0,0.0,0.0,13259565.0,0.0,0.0,0.0,0.0,0
1782507572,netperf,nic-to-corundum,udp,8,nic0,corundum0,10,320,50M,netperf_stdout,2075830000.0,10.0,0.0,0.0,8108737.0,0.0,0.0,0.0,0.0,0
1782507583,netperf,corundum-to-nic,udp,8,corundum0,nic0,10,320,50M,netperf_stdout,3386990000.0,10.0,0.0,0.0,13230460.0,0.0,0.0,0.0,0.0,0
1782507593,netperf,nic-to-corundum,udp,9,nic0,corundum0,10,320,50M,netperf_stdout,2448840000.0,10.0,25.36119277024579,0.0,9565820.0,3250328.0,0.0,0.0,0.0,0
1782507604,netperf,corundum-to-nic,udp,9,corundum0,nic0,10,320,50M,netperf_stdout,3345120000.0,10.0,0.0,0.0,13066916.0,0.0,0.0,0.0,0.0,0
1782507615,netperf,nic-to-corundum,udp,10,nic0,corundum0,10,320,50M,netperf_stdout,3330060000.0,10.0,0.16018946120511504,0.0,13008076.0,20871.0,0.0,0.0,0.0,0
1782507625,netperf,corundum-to-nic,udp,10,corundum0,nic0,10,320,50M,netperf_stdout,2930720000.0,10.0,0.0,0.0,11448143.0,0.0,0.0,0.0,0.0,0
1782507636,netperf,nic-to-corundum,udp,1,nic0,corundum0,10,384,50M,netperf_stdout,2277170000.0,10.0,42.15987098409274,0.0,7412666.0,5403118.0,0.0,0.0,0.0,0
1782507647,netperf,corundum-to-nic,udp,1,corundum0,nic0,10,384,50M,netperf_stdout,3954870000.0,10.0,0.0,0.0,12873949.0,0.0,0.0,0.0,0.0,0
1782507657,netperf,nic-to-corundum,udp,2,nic0,corundum0,10,384,50M,netperf_stdout,1061740000.0,10.0,72.98534150041043,0.0,3456203.0,9337603.0,0.0,0.0,0.0,0
1782507672,netperf,corundum-to-nic,udp,2,corundum0,nic0,10,384,50M,netperf_stdout,3395630000.0,10.0,0.0,0.0,11053494.0,0.0,0.0,0.0,0.0,0
1782507683,netperf,nic-to-corundum,udp,3,nic0,corundum0,10,384,50M,netperf_stdout,3954320000.0,10.0,0.280747072297639,0.0,12872176.0,36240.0,0.0,0.0,0.0,0
1782507693,netperf,corundum-to-nic,udp,3,corundum0,nic0,10,384,50M,netperf_stdout,3959810000.0,10.0,0.0,0.0,12890037.0,0.0,0.0,0.0,0.0,0
1782507704,netperf,nic-to-corundum,udp,4,nic0,corundum0,10,384,50M,netperf_stdout,3453640000.0,10.0,13.126821615621893,0.0,11242364.0,1698758.0,0.0,0.0,0.0,0
1782507715,netperf,corundum-to-nic,udp,4,corundum0,nic0,10,384,50M,netperf_stdout,3949610000.0,10.0,0.0,0.0,12856830.0,0.0,0.0,0.0,0.0,0
1782507725,netperf,nic-to-corundum,udp,5,nic0,corundum0,10,384,50M,netperf_stdout,1071480000.0,10.0,72.62321780335245,0.0,3487908.0,9252479.0,0.0,0.0,0.0,0
1782507740,netperf,corundum-to-nic,udp,5,corundum0,nic0,10,384,50M,netperf_stdout,3968790000.0,10.0,0.0,0.0,12919270.0,0.0,0.0,0.0,0.0,0
1782507751,netperf,nic-to-corundum,udp,6,nic0,corundum0,10,384,50M,netperf_stdout,1145870000.0,10.0,70.85060126473466,0.0,3730062.0,9066298.0,0.0,0.0,0.0,0
1782507765,netperf,corundum-to-nic,udp,6,corundum0,nic0,10,384,50M,netperf_stdout,3571960000.0,10.0,0.0,0.0,11627517.0,0.0,0.0,0.0,0.0,0
1782507776,netperf,nic-to-corundum,udp,7,nic0,corundum0,10,384,50M,netperf_stdout,3884390000.0,10.0,2.2337252405918715,0.0,12644520.0,288897.0,0.0,0.0,0.0,0
1782507787,netperf,corundum-to-nic,udp,7,corundum0,nic0,10,384,50M,netperf_stdout,3454660000.0,10.0,0.0,0.0,11245675.0,0.0,0.0,0.0,0.0,0
1782507797,netperf,nic-to-corundum,udp,8,nic0,corundum0,10,384,50M,netperf_stdout,3932410000.0,10.0,0.08635720129610733,0.0,12800838.0,11064.0,0.0,0.0,0.0,0
1782507808,netperf,corundum-to-nic,udp,8,corundum0,nic0,10,384,50M,netperf_stdout,3950850000.0,10.0,0.0,0.0,12860857.0,0.0,0.0,0.0,0.0,0
1782507819,netperf,nic-to-corundum,udp,9,nic0,corundum0,10,384,50M,netperf_stdout,3926380000.0,10.0,0.06571737572105371,0.0,12781211.0,8405.0,0.0,0.0,0.0,0
1782507830,netperf,corundum-to-nic,udp,9,corundum0,nic0,10,384,50M,netperf_stdout,3956330000.0,10.0,0.0,0.0,12878719.0,0.0,0.0,0.0,0.0,0
1782507840,netperf,nic-to-corundum,udp,10,nic0,corundum0,10,384,50M,netperf_stdout,3899070000.0,10.0,1.095627324782306,0.0,12692321.0,140601.0,0.0,0.0,0.0,0
1782507851,netperf,corundum-to-nic,udp,10,corundum0,nic0,10,384,50M,netperf_stdout,3954700000.0,10.0,0.0,0.0,12873385.0,0.0,0.0,0.0,0.0,0
1782507862,netperf,nic-to-corundum,udp,1,nic0,corundum0,10,448,50M,netperf_stdout,4581750000.0,10.0,0.03048991006063027,0.0,12783938.0,3899.0,0.0,0.0,0.0,0
1782507872,netperf,corundum-to-nic,udp,1,corundum0,nic0,10,448,50M,netperf_stdout,4597200000.0,10.0,0.0,0.0,12827053.0,0.0,0.0,0.0,0.0,0
1782507883,netperf,nic-to-corundum,udp,2,nic0,corundum0,10,448,50M,netperf_stdout,4579590000.0,10.0,0.24081162535004347,0.0,12777922.0,30845.0,0.0,0.0,0.0,0
1782507894,netperf,corundum-to-nic,udp,2,corundum0,nic0,10,448,50M,netperf_stdout,4586650000.0,10.0,0.0,0.0,12797593.0,0.0,0.0,0.0,0.0,0
1782507904,netperf,nic-to-corundum,udp,3,nic0,corundum0,10,448,50M,netperf_stdout,4589020000.0,10.0,0.0,0.0,12804215.0,0.0,0.0,0.0,0.0,0
1782507915,netperf,corundum-to-nic,udp,3,corundum0,nic0,10,448,50M,netperf_stdout,4597690000.0,10.0,0.0,0.0,12828408.0,0.0,0.0,0.0,0.0,0
1782507926,netperf,nic-to-corundum,udp,4,nic0,corundum0,10,448,50M,netperf_stdout,4579180000.0,10.0,0.02205861237008483,0.0,12776770.0,2819.0,0.0,0.0,0.0,0
1782507936,netperf,corundum-to-nic,udp,4,corundum0,nic0,10,448,50M,netperf_stdout,4601490000.0,10.0,0.0,0.0,12839025.0,0.0,0.0,0.0,0.0,0
1782507947,netperf,nic-to-corundum,udp,5,nic0,corundum0,10,448,50M,netperf_stdout,4558020000.0,10.0,0.5991854697953451,0.0,12717707.0,76662.0,0.0,0.0,0.0,0
1782507958,netperf,corundum-to-nic,udp,5,corundum0,nic0,10,448,50M,netperf_stdout,3800220000.0,10.0,0.0,0.0,10603313.0,0.0,0.0,0.0,0.0,0
1782507968,netperf,nic-to-corundum,udp,6,nic0,corundum0,10,448,50M,netperf_stdout,2419440000.0,10.0,47.141559025764515,0.0,6750681.0,6020564.0,0.0,0.0,0.0,0
1782507983,netperf,corundum-to-nic,udp,6,corundum0,nic0,10,448,50M,netperf_stdout,4599690000.0,10.0,0.0,0.0,12833988.0,0.0,0.0,0.0,0.0,0
1782507994,netperf,nic-to-corundum,udp,7,nic0,corundum0,10,448,50M,netperf_stdout,4592080000.0,10.0,0.019796672489140896,0.0,12812748.0,2537.0,0.0,0.0,0.0,0
1782508004,netperf,corundum-to-nic,udp,7,corundum0,nic0,10,448,50M,netperf_stdout,4591710000.0,10.0,0.0,0.0,12811732.0,0.0,0.0,0.0,0.0,0
1782508015,netperf,nic-to-corundum,udp,8,nic0,corundum0,10,448,50M,netperf_stdout,4494350000.0,10.0,2.0341768967677725,0.0,12540076.0,260384.0,0.0,0.0,0.0,0
1782508026,netperf,corundum-to-nic,udp,8,corundum0,nic0,10,448,50M,netperf_stdout,4604950000.0,10.0,0.0,0.0,12848676.0,0.0,0.0,0.0,0.0,0
1782508036,netperf,nic-to-corundum,udp,9,nic0,corundum0,10,448,50M,netperf_stdout,4583940000.0,10.0,0.09466366863232363,0.0,12790047.0,12119.0,0.0,0.0,0.0,0
1782508047,netperf,corundum-to-nic,udp,9,corundum0,nic0,10,448,50M,netperf_stdout,4597270000.0,10.0,0.0,0.0,12827231.0,0.0,0.0,0.0,0.0,0
1782508058,netperf,nic-to-corundum,udp,10,nic0,corundum0,10,448,50M,netperf_stdout,4586730000.0,10.0,0.10404991460959935,0.0,12797829.0,13330.0,0.0,0.0,0.0,0
1782508068,netperf,corundum-to-nic,udp,10,corundum0,nic0,10,448,50M,netperf_stdout,4611310000.0,10.0,0.0,0.0,12866397.0,0.0,0.0,0.0,0.0,0
1782508079,netperf,nic-to-corundum,udp,1,nic0,corundum0,10,512,50M,netperf_stdout,5227770000.0,10.0,0.0005014414090002151,0.0,12763142.0,64.0,0.0,0.0,0.0,0
1782508090,netperf,corundum-to-nic,udp,1,corundum0,nic0,10,512,50M,netperf_stdout,5246140000.0,10.0,0.0,0.0,12807982.0,0.0,0.0,0.0,0.0,0
1782508100,netperf,nic-to-corundum,udp,2,nic0,corundum0,10,512,50M,netperf_stdout,5142850000.0,10.0,1.7105468339019734,0.0,12555825.0,218511.0,0.0,0.0,0.0,0
1782508111,netperf,corundum-to-nic,udp,2,corundum0,nic0,10,512,50M,netperf_stdout,5242160000.0,10.0,0.0,0.0,12798270.0,0.0,0.0,0.0,0.0,0
1782508122,netperf,nic-to-corundum,udp,3,nic0,corundum0,10,512,50M,netperf_stdout,5153370000.0,10.0,1.6599135569651031,0.0,12581492.0,212367.0,0.0,0.0,0.0,0
1782508133,netperf,corundum-to-nic,udp,3,corundum0,nic0,10,512,50M,netperf_stdout,5247180000.0,10.0,0.0,0.0,12810529.0,0.0,0.0,0.0,0.0,0
1782508143,netperf,nic-to-corundum,udp,4,nic0,corundum0,10,512,50M,netperf_stdout,4679100000.0,10.0,11.114007337862807,0.0,11423602.0,1428369.0,0.0,0.0,0.0,0
1782508154,netperf,corundum-to-nic,udp,4,corundum0,nic0,10,512,50M,netperf_stdout,5249660000.0,10.0,0.0,0.0,12816581.0,0.0,0.0,0.0,0.0,0
1782508165,netperf,nic-to-corundum,udp,5,nic0,corundum0,10,512,50M,netperf_stdout,5212170000.0,10.0,0.6017375910124689,0.0,12725057.0,77035.0,0.0,0.0,0.0,0
1782508175,netperf,corundum-to-nic,udp,5,corundum0,nic0,10,512,50M,netperf_stdout,5265840000.0,10.0,0.0,0.0,12856066.0,0.0,0.0,0.0,0.0,0
1782508186,netperf,nic-to-corundum,udp,6,nic0,corundum0,10,512,50M,netperf_stdout,5068820000.0,10.0,3.8109568175921456,0.0,12375084.0,490294.0,0.0,0.0,0.0,0
1782508197,netperf,corundum-to-nic,udp,6,corundum0,nic0,10,512,50M,netperf_stdout,5265700000.0,10.0,0.0,0.0,12855756.0,0.0,0.0,0.0,0.0,0
1782508207,netperf,nic-to-corundum,udp,7,nic0,corundum0,10,512,50M,netperf_stdout,5140280000.0,10.0,1.798231285117731,0.0,12549533.0,229802.0,0.0,0.0,0.0,0
1782508218,netperf,corundum-to-nic,udp,7,corundum0,nic0,10,512,50M,netperf_stdout,5263780000.0,10.0,0.0,0.0,12851045.0,0.0,0.0,0.0,0.0,0
1782508229,netperf,nic-to-corundum,udp,8,nic0,corundum0,10,512,50M,netperf_stdout,2510720000.0,10.0,51.7684859882209,0.0,6129719.0,6579231.0,0.0,0.0,0.0,0
1782508243,netperf,corundum-to-nic,udp,8,corundum0,nic0,10,512,50M,netperf_stdout,5246880000.0,10.0,0.0,0.0,12809791.0,0.0,0.0,0.0,0.0,0
1782508254,netperf,nic-to-corundum,udp,9,nic0,corundum0,10,512,50M,netperf_stdout,5238890000.0,10.0,0.0690672375808278,0.0,12790282.0,8840.0,0.0,0.0,0.0,0
1782508265,netperf,corundum-to-nic,udp,9,corundum0,nic0,10,512,50M,netperf_stdout,5253170000.0,10.0,0.0,0.0,12825151.0,0.0,0.0,0.0,0.0,0
1782508275,netperf,nic-to-corundum,udp,10,nic0,corundum0,10,512,50M,netperf_stdout,5191730000.0,10.0,0.8143917904286878,0.0,12675157.0,104073.0,0.0,0.0,0.0,0
1782508286,netperf,corundum-to-nic,udp,10,corundum0,nic0,10,512,50M,netperf_stdout,5093570000.0,10.0,0.0,0.0,12435499.0,0.0,0.0,0.0,0.0,0
1782508297,netperf,nic-to-corundum,udp,1,nic0,corundum0,10,576,50M,netperf_stdout,5868270000.0,10.0,0.11777235504161129,0.0,12735005.0,15016.0,0.0,0.0,0.0,0
1782508307,netperf,corundum-to-nic,udp,1,corundum0,nic0,10,576,50M,netperf_stdout,5904500000.0,10.0,0.0,0.0,12813613.0,0.0,0.0,0.0,0.0,0
1782508318,netperf,nic-to-corundum,udp,2,nic0,corundum0,10,576,50M,netperf_stdout,5861870000.0,10.0,0.3449316411620462,0.0,12721107.0,44031.0,0.0,0.0,0.0,0
1782508329,netperf,corundum-to-nic,udp,2,corundum0,nic0,10,576,50M,netperf_stdout,5893550000.0,10.0,0.0,0.0,12789858.0,0.0,0.0,0.0,0.0,0
1782508339,netperf,nic-to-corundum,udp,3,nic0,corundum0,10,576,50M,netperf_stdout,1929590000.0,10.0,67.00430454211968,0.0,4187488.0,8503525.0,0.0,0.0,0.0,0
1782508354,netperf,corundum-to-nic,udp,3,corundum0,nic0,10,576,50M,netperf_stdout,5905180000.0,10.0,0.0,0.0,12815085.0,0.0,0.0,0.0,0.0,0
1782508365,netperf,nic-to-corundum,udp,4,nic0,corundum0,10,576,50M,netperf_stdout,5871890000.0,10.0,0.021348570610809203,0.0,12742863.0,2721.0,0.0,0.0,0.0,0
1782508375,netperf,corundum-to-nic,udp,4,corundum0,nic0,10,576,50M,netperf_stdout,5920700000.0,10.0,0.0,0.0,12848781.0,0.0,0.0,0.0,0.0,0
1782508386,netperf,nic-to-corundum,udp,5,nic0,corundum0,10,576,50M,netperf_stdout,5720110000.0,10.0,2.848323721317544,0.0,12413468.0,363942.0,0.0,0.0,0.0,0
1782508397,netperf,corundum-to-nic,udp,5,corundum0,nic0,10,576,50M,netperf_stdout,5902960000.0,10.0,0.0,0.0,12810266.0,0.0,0.0,0.0,0.0,0
1782508407,netperf,nic-to-corundum,udp,6,nic0,corundum0,10,576,50M,netperf_stdout,5888090000.0,10.0,0.04618303547856818,0.0,12778011.0,5904.0,0.0,0.0,0.0,0
1782508418,netperf,corundum-to-nic,udp,6,corundum0,nic0,10,576,50M,netperf_stdout,5906270000.0,10.0,0.0,0.0,12817453.0,0.0,0.0,0.0,0.0,0
1782508429,netperf,nic-to-corundum,udp,7,nic0,corundum0,10,576,50M,netperf_stdout,5883550000.0,10.0,0.5215703674732188,0.0,12768141.0,66944.0,0.0,0.0,0.0,0
1782508439,netperf,corundum-to-nic,udp,7,corundum0,nic0,10,576,50M,netperf_stdout,5903220000.0,10.0,0.0,0.0,12810839.0,0.0,0.0,0.0,0.0,0
1782508450,netperf,nic-to-corundum,udp,8,nic0,corundum0,10,576,50M,netperf_stdout,5811820000.0,10.0,1.3078865772665473,0.0,12612482.0,167143.0,0.0,0.0,0.0,0
1782508461,netperf,corundum-to-nic,udp,8,corundum0,nic0,10,576,50M,netperf_stdout,5536410000.0,10.0,0.0,0.0,12014815.0,0.0,0.0,0.0,0.0,0
1782508472,netperf,nic-to-corundum,udp,9,nic0,corundum0,10,576,50M,netperf_stdout,1727490000.0,10.0,70.22951562231243,0.0,3748906.0,8843788.0,0.0,0.0,0.0,0
1782508482,netperf,corundum-to-nic,udp,9,corundum0,nic0,10,576,50M,netperf_stdout,5921240000.0,10.0,0.0,0.0,12849929.0,0.0,0.0,0.0,0.0,0
1782508493,netperf,nic-to-corundum,udp,10,nic0,corundum0,10,576,50M,netperf_stdout,5869420000.0,10.0,0.19401755819331815,0.0,12737486.0,24761.0,0.0,0.0,0.0,0
1782508504,netperf,corundum-to-nic,udp,10,corundum0,nic0,10,576,50M,netperf_stdout,5893330000.0,10.0,0.0,0.0,12789363.0,0.0,0.0,0.0,0.0,0
1782508514,netperf,nic-to-corundum,udp,1,nic0,corundum0,10,640,50M,netperf_stdout,6451760000.0,10.0,0.5712851453947602,0.0,12601129.0,72402.0,0.0,0.0,0.0,0
1782508525,netperf,corundum-to-nic,udp,1,corundum0,nic0,10,640,50M,netperf_stdout,6568560000.0,10.0,0.0,0.0,12829250.0,0.0,0.0,0.0,0.0,0
1782508536,netperf,nic-to-corundum,udp,2,nic0,corundum0,10,640,50M,netperf_stdout,6511860000.0,10.0,0.006973597738824691,0.0,12718516.0,887.0,0.0,0.0,0.0,0
1782508546,netperf,corundum-to-nic,udp,2,corundum0,nic0,10,640,50M,netperf_stdout,6534130000.0,10.0,0.0,0.0,12762011.0,0.0,0.0,0.0,0.0,0
1782508557,netperf,nic-to-corundum,udp,3,nic0,corundum0,10,640,50M,netperf_stdout,6456310000.0,10.0,1.183949845068191,0.0,12610013.0,151085.0,0.0,0.0,0.0,0
1782508568,netperf,corundum-to-nic,udp,3,corundum0,nic0,10,640,50M,netperf_stdout,6572810000.0,10.0,0.0,0.0,12837547.0,0.0,0.0,0.0,0.0,0
1782508578,netperf,nic-to-corundum,udp,4,nic0,corundum0,10,640,50M,netperf_stdout,6531400000.0,10.0,0.13500166002331157,0.0,12756672.0,17245.0,0.0,0.0,0.0,0
1782508589,netperf,corundum-to-nic,udp,4,corundum0,nic0,10,640,50M,netperf_stdout,5819300000.0,10.0,0.0,0.0,11365834.0,0.0,0.0,0.0,0.0,0
1782508600,netperf,nic-to-corundum,udp,5,nic0,corundum0,10,640,50M,netperf_stdout,6552910000.0,10.0,0.22152335408888532,0.0,12798675.0,28415.0,0.0,0.0,0.0,0
1782508610,netperf,corundum-to-nic,udp,5,corundum0,nic0,10,640,50M,netperf_stdout,6571280000.0,10.0,0.0,0.0,12834547.0,0.0,0.0,0.0,0.0,0
1782508621,netperf,nic-to-corundum,udp,6,nic0,corundum0,10,640,50M,netperf_stdout,6518470000.0,10.0,0.11484328692816174,0.0,12731427.0,14638.0,0.0,0.0,0.0,0
1782508632,netperf,corundum-to-nic,udp,6,corundum0,nic0,10,640,50M,netperf_stdout,6559730000.0,10.0,0.0,0.0,12812002.0,0.0,0.0,0.0,0.0,0
1782508642,netperf,nic-to-corundum,udp,7,nic0,corundum0,10,640,50M,netperf_stdout,6537730000.0,10.0,0.046309371651650826,0.0,12769036.0,5916.0,0.0,0.0,0.0,0
1782508653,netperf,corundum-to-nic,udp,7,corundum0,nic0,10,640,50M,netperf_stdout,6574170000.0,10.0,0.0,0.0,12840207.0,0.0,0.0,0.0,0.0,0
1782508664,netperf,nic-to-corundum,udp,8,nic0,corundum0,10,640,50M,netperf_stdout,6550540000.0,10.0,0.0,0.0,12794065.0,0.0,0.0,0.0,0.0,0
1782508674,netperf,corundum-to-nic,udp,8,corundum0,nic0,10,640,50M,netperf_stdout,6562340000.0,10.0,0.0,0.0,12817092.0,0.0,0.0,0.0,0.0,0
1782508685,netperf,nic-to-corundum,udp,9,nic0,corundum0,10,640,50M,netperf_stdout,6391150000.0,10.0,2.1896793872649423,0.0,12482737.0,279451.0,0.0,0.0,0.0,0
1782508696,netperf,corundum-to-nic,udp,9,corundum0,nic0,10,640,50M,netperf_stdout,6552910000.0,10.0,0.0,0.0,12798686.0,0.0,0.0,0.0,0.0,0
1782508706,netperf,nic-to-corundum,udp,10,nic0,corundum0,10,640,50M,netperf_stdout,1940630000.0,10.0,70.21324951777106,0.0,3790294.0,8934471.0,0.0,0.0,0.0,0
1782508717,netperf,corundum-to-nic,udp,10,corundum0,nic0,10,640,50M,netperf_stdout,6558850000.0,10.0,0.0,0.0,12810282.0,0.0,0.0,0.0,0.0,0
1782508728,netperf,nic-to-corundum,udp,1,nic0,corundum0,10,704,50M,netperf_stdout,7116480000.0,10.0,0.1132950903115702,0.0,12635819.0,14332.0,0.0,0.0,0.0,0
1782508738,netperf,corundum-to-nic,udp,1,corundum0,nic0,10,704,50M,netperf_stdout,7167580000.0,10.0,0.0,0.0,12726552.0,0.0,0.0,0.0,0.0,0
1782508749,netperf,nic-to-corundum,udp,2,nic0,corundum0,10,704,50M,netperf_stdout,6989320000.0,10.0,2.901444541160132,0.0,12410045.0,370830.0,0.0,0.0,0.0,0
1782508760,netperf,corundum-to-nic,udp,2,corundum0,nic0,10,704,50M,netperf_stdout,7188300000.0,10.0,0.0,0.0,12763337.0,0.0,0.0,0.0,0.0,0
1782508770,netperf,nic-to-corundum,udp,3,nic0,corundum0,10,704,50M,netperf_stdout,7144580000.0,10.0,0.0,0.0,12685719.0,0.0,0.0,0.0,0.0,0
1782508781,netperf,corundum-to-nic,udp,3,corundum0,nic0,10,704,50M,netperf_stdout,7212840000.0,10.0,0.0,0.0,12806908.0,0.0,0.0,0.0,0.0,0
1782508792,netperf,nic-to-corundum,udp,4,nic0,corundum0,10,704,50M,netperf_stdout,6763980000.0,10.0,5.107812278644546,0.0,12009932.0,646465.0,0.0,0.0,0.0,0
1782508802,netperf,corundum-to-nic,udp,4,corundum0,nic0,10,704,50M,netperf_stdout,7163430000.0,10.0,0.0,0.0,12719186.0,0.0,0.0,0.0,0.0,0
